instance,result,verified,time_s,timeout,exit_code
1-TC-256-K-63,TIMEOUT,skip,300.000,300,124
544707209399nw.shuffled-as.sat03-1671,TIMEOUT,skip,300.000,300,124
83aa254f-1.normalised,UNKNOWN,skip,14.252,300,0
DLTM_twitter845_79_19,TIMEOUT,skip,300.000,300,124
SC25_Timetable_C_392,SAT,ok,115.760,300,0
SC25_Timetable_C_406,TIMEOUT,skip,300.000,300,124
battleship-16-31-sat,SAT,ok,0.778,300,0
case9,TIMEOUT,skip,300.000,300,124
mp1-Nb7T46,TIMEOUT,skip,300.000,300,124
