instance,result,verified,time_s,timeout,exit_code
1-TC-256-K-63,TIMEOUT,skip,120.000,120,124
544707209399nw.shuffled-as.sat03-1671,SAT,ok,80.630,120,0
83aa254f-1.normalised,UNKNOWN,skip,14.570,120,0
DLTM_twitter845_79_19,TIMEOUT,skip,120.000,120,124
SC25_Timetable_C_392,SAT,ok,3.826,120,0
SC25_Timetable_C_406,SAT,ok,80.460,120,0
battleship-16-31-sat,SAT,ok,22.390,120,0
case9,TIMEOUT,skip,120.000,120,124
mp1-Nb7T46,SAT,ok,41.263,120,0
