instance,result,verified,time_s,timeout,exit_code
1-TC-256-K-63,TIMEOUT,skip,120.000,120,124
544707209399nw.shuffled-as.sat03-1671,TIMEOUT,skip,120.000,120,124
83aa254f-1.normalised,UNKNOWN,skip,14.920,120,0
DLTM_twitter845_79_19,SAT,ok,97.180,120,0
SC25_Timetable_C_392,TIMEOUT,skip,120.000,120,124
SC25_Timetable_C_406,TIMEOUT,skip,120.000,120,124
battleship-16-31-sat,TIMEOUT,skip,120.000,120,124
case9,TIMEOUT,skip,120.000,120,124
mp1-Nb7T46,TIMEOUT,skip,120.000,120,124
